,Run,Qb,Hs,Tp,Eig,Esw,Hbar
149,20180615-2130,0.0,0.23780286538461548,11.528846153846155,0.0028323320852189464,0.00011771871599096454,2.4342840695625
150,20180615-2130,0.0,0.23700662962962962,11.152777777777777,0.0028823642061137503,0.00011425812052020507,2.5250322211458336
151,20180615-2130,0.0,0.23131429859154923,12.158450704225352,0.0028309881904502077,9.504017006411971e-05,2.718517461041667
152,20180615-2130,0.0,0.21446528901098907,9.980769230769232,0.003121445565886726,7.691390088753887e-05,2.555600509354167
153,20180615-2130,0.0,0.2477510522727273,10.84943181818182,0.0033805229105745987,6.565107815668658e-05,2.4182407429375
154,20180615-2130,0.0,0.2538293717647059,10.888235294117647,0.0035053878286899058,7.062314380598275e-05,2.566215267125
155,20180615-2200,0.0,0.26232676250000003,9.501968749999998,0.004519156511291093,0.0002763507312541654,2.116300688177083
156,20180615-2200,0.0,0.2612839336956521,10.188097826086958,0.004343678724928026,0.0002991124947423118,1.8960295030833334
157,20180615-2200,0.0,0.27051483267326737,9.389792079207922,0.004476822912374248,0.0003111462543053976,1.7456735870729165
158,20180615-2200,0.0,0.28974280421052634,9.93944210526316,0.005603358963474557,0.00031153380424028224,1.6256663062812498
159,20180615-2200,0.4845360824742268,0.2697334948453608,9.95301030927835,0.004802491470820655,0.00029298095333205536,1.1483918677708334
160,20180615-2200,0.5643564356435643,0.20667289306930695,9.486415841584158,0.0027746202777559417,0.00014606769010530712,0.9235053183645833
161,20180615-2200,0.7010309278350515,0.192029706185567,9.585742268041235,0.002563129163109029,0.000137066976903039,0.64125435375
162,20180615-2200,0.0,0.2475559887640449,9.99438202247191,0.0039983266968684735,0.00025600220836124413,2.2466221645416664
163,20180615-2200,0.0,0.2270668827586207,10.349137931034482,0.0032438571310678416,0.00023952829458111932,2.4460189828333334
164,20180615-2200,0.0,0.22717336626506024,10.368975903614457,0.003090617636607671,0.00023950833829611764,2.5367330958541667
165,20180615-2200,0.0,0.21345877415730333,9.9311797752809,0.00275719819071341,0.0002312568557305588,2.7307081660208334
166,20180615-2200,0.0,0.24542678666666662,10.416666666666666,0.0037588288371243877,0.00024031367109732192,2.5678270684375004
167,20180615-2200,0.0,0.24584809374999997,9.39453125,0.0036817276133853344,0.00026695608758422546,2.431518789395833
168,20180615-2200,0.0,0.2409126068965518,10.78448275862069,0.0031756440701971103,0.00027573943528189917,2.578354153020834
169,20180615-2230,0.0,0.2512248279069767,10.800941860465114,0.00397695447333353,0.00016823422622576484,2.001936239104167
170,20180615-2230,0.0,0.2606586784090909,10.689579545454547,0.004633163931909692,0.00017684193888673912,1.7813324641354165
171,20180615-2230,0.0,0.30771913125,12.0351375,0.0066050172657396294,0.00020262730762776493,1.6313572525729165
172,20180615-2230,0.0,0.3153617096385542,11.629445783132532,0.005766756471737707,0.0002231526976375959,1.5114332594166666
173,20180615-2230,0.6162790697674418,0.28573050348837203,10.972988372093026,0.004966175589066071,0.0002215486061506902,1.0408452256979168
174,20180615-2230,0.6382978723404256,0.20184888510638302,9.426893617021276,0.0024175099686135873,0.00011449143006516203,0.829586648625
175,20180615-2230,0.8571428571428571,0.2960121230769232,10.910043956043955,0.006473529710590568,0.00029744640308751626,0.4832948041770833
176,20180615-2230,0.0,0.26088566153846154,11.860576923076923,0.004271830456837918,0.00016844254728817781,2.1331172567708334
177,20180615-2230,0.0,0.27372175652173913,13.04891304347826,0.004336744351654635,0.00016952739013895762,2.332497331625
178,20180615-2230,0.0,0.2614686567567567,12.167229729729728,0.004447531066189724,0.00017900616654627867,2.4228865040416667
179,20180615-2230,0.0,0.2371351799999999,13.441071428571428,0.0037886179883642366,0.0001956500061582114,2.6166177954583336
180,20180615-2230,0.0,0.23274446703296706,10.059065934065934,0.003755878951231674,0.00020448820079165133,2.4533790907916666
181,20180615-2230,0.0,0.27726018,10.8796875,0.004712026482344003,0.00019757750283315098,2.3173657919375
182,20180615-2230,0.0,0.3011657470588235,13.411764705882351,0.0057223156046599674,0.0001730301118034233,2.463935327229167
183,20180615-2300,0.0,0.2432193417721519,11.703379746835441,0.0033895553139612015,0.00042446392197574453,1.8850444620625
184,20180615-2300,0.0,0.24007259361702138,9.899521276595747,0.003587703858318935,0.00043038215568562275,1.6644560494895833
185,20180615-2300,0.0,0.25631644827586203,11.53441379310345,0.003539666377784241,0.0003924898802450976,1.5139849273333332
186,20180615-2300,0.02197802197802198,0.26057475494505494,10.217637362637364,0.004288825129572875,0.0003640254033592379,1.3942617687916667
187,20180615-2300,0.632183908045977,0.25506420344827585,11.293103448275861,0.0034278005375787935,0.0004228342699680639,0.92537195975
188,20180615-2300,0.44954128440366975,0.1656134504587156,8.201807339449541,0.001427638074983449,0.0002458680933921243,0.7352621843333333
189,20180615-2300,0.7816091954022989,0.24804283103448274,11.334000000000001,0.00409845718636152,0.0004848208679653519,0.3727044635625
190,20180615-2300,0.0,0.23559376216216213,12.187499999999998,0.0031915417610688846,0.000404463067813225,2.0154869471249994
191,20180615-2300,0.0,0.2143371648648649,12.324324324324323,0.00248727245459985,0.00036975662373221356,2.216229580916667
192,20180615-2300,0.0,0.2138062225352112,12.686619718309858,0.002341577031722153,0.0003754199044602722,2.305237422041667
193,20180615-2300,0.0,0.1961415287671234,11.491438356164386,0.0018746162571121393,0.0003323549498556201,2.49939166375
194,20180615-2300,0.0,0.20249914827586205,10.775862068965518,0.002557900315587772,0.000293292837110674,2.3358822156250003
195,20180615-2300,0.0,0.24431964399999992,12.605,0.003495633789899686,0.00027058882175297187,2.2001389502916666
196,20180615-2300,0.0,0.23410959295774642,11.767605633802816,0.00299749539097572,0.000265286012524629,2.3465347336875
197,20180615-2330,0.0,0.23059782567567566,11.630027027027026,0.00341244375317142,0.00033207276383839975,1.6627700775416667
198,20180615-2330,0.0,0.24095521807228912,10.775638554216867,0.003352435924994775,0.0003800376036929452,1.4418802742499999
199,20180615-2330,0.06666666666666667,0.24626932999999998,10.764766666666665,0.003288678416849501,0.0003868406818023437,1.29111804265625
200,20180615-2330,0.37254901960784315,0.26686801764705875,9.22241176470588,0.004063841159835462,0.00034913803853407836,1.171579222041667
201,20180615-2330,0.6346153846153846,0.18210884711538464,8.828653846153848,0.0020734407530104515,0.00026759065103455505,0.7290522445937501
202,20180615-2330,0.569620253164557,0.14371361772151897,11.70573417721519,0.0013777916210835155,0.00024590038506394017,0.55511545875
203,20180615-2330,0.0,0.2275419000000001,11.565789473684212,0.003116443946863841,0.00029112742047112934,1.7941654056874998
204,20180615-2330,0.0,0.20641902467532466,12.126623376623376,0.002440748138221951,0.0002525749088811588,1.9950304297708332
205,20180615-2330,0.0,0.20860409610389616,12.180194805194805,0.0023621217698156223,0.00025190887508270255,2.0832711547708334
206,20180615-2330,0.0,0.195995212987013,11.371753246753247,0.0023613923466657603,0.00022431616930436728,2.277353813875
207,20180615-2330,0.0,0.2083895761363638,10.619318181818183,0.0028049821046721604,0.0002085955373520412,2.1145140720000004
208,20180615-2330,0.0,0.23370522500000007,10.566964285714285,0.0032163025458176583,0.0002124860796320437,1.9782320936874997
209,20180615-2330,0.0,0.23456111052631576,11.64967105263158,0.0028666113684293194,0.0002165696621417374,2.1251251625000003
210,20180616-2000,0.0,0.26310330447761204,11.790000000000004,0.0036289685547021724,0.00030332036852708357,1.7465466999791666
211,20180616-2000,0.0,0.27837015714285707,12.73804761904762,0.0038722133184465684,0.00029733031412130243,1.5384368236354165
212,20180616-2000,0.11940298507462686,0.2849785432835821,12.167820895522391,0.003991888879312654,0.0002876226800329946,1.3666732445416667
213,20180616-2000,0.208955223880597,0.30356912686567167,12.025253731343286,0.004135544231716199,0.0002937762375671312,1.2393153265520835
214,20180616-2000,0.7605633802816901,0.26428412957746483,11.619718309859154,0.002469141709724854,0.00022802116577812917,0.7479776053541667
215,20180616-2000,0.8055555555555556,0.21938424583333332,12.005166666666668,0.0022164056490447384,0.0002879406348605184,0.5022165188229166
216,20180616-2000,0.9365079365079365,0.10110764285714284,13.470238095238095,0.000514416948209483,0.0003131961080205821,0.21892775160416666
217,20180616-2000,0.0,0.25373684307692307,11.901923076923076,0.003401582205998357,0.00030928845163234004,1.9092872213125
218,20180616-2000,0.0,0.25099894354838714,12.550403225806452,0.0031634644641217583,0.0003032907888130191,2.0645737447291665
219,20180616-2000,0.0,0.25745843999999996,12.90625,0.003140734130337576,0.000301849649089592,2.1725028009374996
220,20180616-2000,0.0,0.23891679677419347,11.860887096774194,0.0029413065506377054,0.0002914336417766576,2.3680621724375004
221,20180616-2000,0.0,0.2479483619047619,12.208333333333332,0.003040708454467898,0.0002746475564426766,2.1941247497083336
222,20180616-2000,0.0,0.2505466523076923,11.769230769230768,0.003198450717449971,0.00024904430033352055,2.0548320772916666
223,20180616-2000,0.0,0.24054305409836063,12.633196721311476,0.002968698948359681,0.0002291054716390332,2.1970962630208337
224,20180616-2030,0.0,0.2572315149999999,12.543600000000005,0.004650284081424712,0.0003647144398744363,1.8892832724479167
225,20180616-2030,0.0,0.25822393684210515,14.427526315789475,0.004193560550036018,0.00036009424530415664,1.6809625044166665
226,20180616-2030,0.0,0.2562335065573771,12.943770491803278,0.004375557604940844,0.00031438209771168736,1.5090040938749998
227,20180616-2030,0.04838709677419355,0.2672576322580646,12.13620967741935,0.004554114670150194,0.00023906672176717466,1.3828235581979167
228,20180616-2030,0.6885245901639344,0.281894655737705,12.836065573770494,0.003592258437262729,0.00039813786261019916,0.8824482525104167
229,20180616-2030,0.8208955223880597,0.26510969999999995,11.910402985074626,0.002922163861736048,0.00035953435759407567,0.6400789688020833
230,20180616-2030,0.8059701492537313,0.164480923880597,12.934701492537314,0.0018230096868729914,0.00026988797908569686,0.35292714446875
231,20180616-2030,0.0,0.2388967677966101,12.36228813559322,0.004427452305882617,0.0003622818131278051,2.0510334777708334
232,20180616-2030,0.0,0.22381267241379332,13.118534482758623,0.0037509200547791314,0.00033566295991218107,2.2064339215833333
233,20180616-2030,0.0,0.21911513275862066,13.008620689655174,0.00348578776465113,0.00032725668781339635,2.314990956125
234,20180616-2030,0.0,0.21244606721311482,12.393442622950822,0.0033284144563412083,0.0003008391691560713,2.5108605311249996
235,20180616-2030,0.0,0.2203861241379311,13.040948275862071,0.003961936046803139,0.00028517949990615357,2.337333815270833
236,20180616-2030,0.0,0.224306237704918,12.577868852459018,0.004074304555194992,0.00028934788397186524,2.198530483354167
237,20180616-2030,0.0,0.21467167142857138,12.392857142857142,0.0034748282972334277,0.0003080350714761671,2.340463108895833
238,20180616-2100,0.0,0.24192556271186438,13.201372881355931,0.002996309735003003,0.0004888756826480731,2.004569656104167
239,20180616-2100,0.0,0.25857697222222215,14.552000000000001,0.003508207504379466,0.000545786047043083,1.7969037812083335
240,20180616-2100,0.0,0.24297401694915255,12.899338983050846,0.003246413951182164,0.0005818238228370703,1.6251940902395832
241,20180616-2100,0.0,0.2737738344827586,13.823379310344826,0.0031056059472372964,0.0005454021681295932,1.4977992463229168
242,20180616-2100,0.6885245901639344,0.26830781311475416,13.005245901639343,0.0029992921652808036,0.0005550170637661873,0.9939057513020835
243,20180616-2100,0.8253968253968254,0.28996860952380954,12.258809523809523,0.002845183703442294,0.0006728245453693952,0.7545532119895833
244,20180616-2100,0.782608695652174,0.22659709999999997,12.437478260869565,0.002341563897042458,0.0005240592601755476,0.4572029804270833
245,20180616-2100,0.0,0.23102515789473685,13.302631578947368,0.002748185482423247,0.0004636352006627797,2.1666585894583332
246,20180616-2100,0.0,0.21813622999999996,12.731250000000001,0.002446994428831658,0.00043083127883328763,2.321599820645833
247,20180616-2100,0.0,0.21413414745762718,12.502118644067796,0.002371795857330187,0.0004307356015239475,2.4302969121041667
248,20180616-2100,0.0,0.22076841964285712,14.323660714285714,0.002614691314713866,0.00042947426972585884,2.6263657693541664
249,20180616-2100,0.0,0.23032546034482765,13.493534482758623,0.002763202984086405,0.0004330306179623161,2.453139860125
250,20180616-2100,0.0,0.22773498688524613,12.233606557377051,0.002455424836573123,0.00043676742646214925,2.3144985855833338
251,20180616-2100,0.0,0.22180346379310345,13.480603448275863,0.002696323307973887,0.00041810716697619874,2.456669977854167
252,20180616-2130,0.0,0.2632992436363636,14.474945454545457,0.004365872395729039,0.0001893812280363258,2.0998098570416666
253,20180616-2130,0.0,0.2792525830188679,14.281924528301884,0.00425790983450509,0.0002041805115452429,1.8922274803854169
254,20180616-2130,0.0,0.2695785642857143,13.804660714285713,0.004506900750178189,0.00027067934326999247,1.72063223553125
